Date,MKT_excess,SMB_vw,HML_vw,MOM,RF
2016-08-31,-0.0014855192463757,0.007129184655855832,0.014224478700267041,-0.03883872412752508,0.0002662763473564
2016-09-30,-0.0014508600316892,-0.003564968129030474,-0.0056975283159520045,0.007034519915167369,0.0002164088923719
2016-10-31,-0.0196711804694298,-0.013488454245755692,0.02891744349379704,-0.01788647658707411,0.0002455015603954
2016-11-30,0.0337853558908674,0.01666197954443002,0.056917869716678844,-0.06049471897650251,0.0003891659384276
2016-12-31,0.0178016397615106,-0.005159969129455599,0.015383013999809686,-0.014312947925461518,0.0003991226803552
2017-01-31,0.0174686433536535,0.01005457872874652,-0.03013201771372777,-0.006941960387261793,0.000415714844729
2017-02-28,0.036763367983133406,0.00394539172696521,0.002337982730329348,-0.0100274395766672,0.0004347920836829
2017-03-31,-0.001002126633482,-0.004219786281192779,-0.020130227527271644,0.0048080622773670955,0.0006129294982126
2017-04-30,0.0084435210079679,-0.004335891852077063,-0.004128189351195015,0.011669869394890455,0.0006476877408867
2017-05-31,0.0107880108603073,0.0007850563480406129,-0.030935367628928196,0.03677890702138821,0.0007882403860213
2017-06-30,0.0039900176697318,0.009183404122319595,0.016325725297748863,-0.003458205094030123,0.0008237575380807
2017-07-31,0.018475532783292798,-0.008898017774205657,0.0013794140396353773,0.024487257454033688,0.000873293217809
2017-08-31,-0.00026493639553830004,-0.004778219166927997,-0.01801890958069436,0.027866132472235537,0.0008113694153915
2017-09-30,0.018450321913062298,0.005898222408399673,0.010724214054190585,-0.017540420638226115,0.0008526566491053
2017-10-31,0.0212570842449658,-0.002587400920825631,-0.008678610889211517,0.07139843776379133,0.0009310508211854
2017-11-30,0.02705676907269,0.010833733043143886,-0.006027779777606674,-0.0025859001214389027,0.0010258587338733
2017-12-31,0.0087094163932485,-0.0023337058270256564,0.00377727115923528,-0.020712646569113397,0.001122214201022
2018-01-31,0.054994777263236,-0.02255144429166832,-0.047813126220595,0.07303014264684371,0.0011839268622921
2018-02-28,-0.0402858083803229,-0.004192674416509841,-0.03507257472443637,0.06095051056015928,0.0013384365009552
2018-03-31,-0.028265625468745902,0.02840140359646322,-0.007729770184385535,-0.029950049690986524,0.0013811268681893
2018-04-30,0.0012613477779577001,-0.00510778363093682,-0.0051719614115874266,0.006820479666951044,0.0014574272174106
2018-05-31,0.020063207307357302,-0.0037072654356212834,-0.04448508262375986,0.04152510700208453,0.0015451345472263
2018-06-30,0.0032891090964429,0.003441202145708029,-0.018219401338974647,-0.030716109706963046,0.0015533271711649
2018-07-31,0.0343822508286451,-0.01141643530726633,0.01893286326593634,-0.03125704926312966,0.001639305344254
2018-08-31,0.0285666321861708,0.0015210201445844465,-0.04952167889339097,0.06549733796584399,0.0016965790905774
2018-09-30,0.0025200372865381,-0.012993396709549,-0.01957650093062827,0.007056379883152397,0.0017742501399236
2018-10-31,-0.071282153093268,-0.006021731733884719,0.038608251029715566,-0.041783353784877825,0.0018787969995717
2018-11-30,0.0159560738621784,0.011727598993063925,-0.016980336412408835,-0.007060788293902753,0.0019032827926013
2018-12-31,-0.09367364845462421,0.0003697006728744512,-0.013668950632632487,0.003450815592381043,0.0018967537746517
2019-01-31,0.0767550080641117,0.018621324000772793,0.011769277704791886,-0.028996341214777316,0.0019293936017144
2019-02-28,0.027764420948872298,0.019358043493374354,-0.02892713040072447,0.0037424370282979937,0.0019644683950548
2019-03-31,0.0160046532511941,-0.002426619764919308,-0.035570073966134826,0.025827377194202968,0.0019196029983943
2019-04-30,0.0373612636737719,-0.0010491236479818339,-0.0003737495958921547,-0.04256723219696862,0.001952234639966
2019-05-31,-0.0676687719884548,0.0044818685405066325,-0.021621205195618783,0.06736743217464239,0.0018910406216194
2019-06-30,0.06724994513184761,0.007956130247855936,-0.0011517781452885928,-0.021430472613892665,0.0016802188663931
2019-07-31,0.0114520239134417,-0.004218726638214756,0.0031171206416595217,0.0059868300413859765,0.0016761282535162
2019-08-31,-0.0196883630355429,-0.0007887836203141416,-0.03767324703918685,0.06923431770320591,0.001596735795019
2019-09-30,0.0157180102918905,0.015664394829998873,0.046985990750950654,-0.027453276210167493,0.0014631676391301
2019-10-31,0.0191919268656082,-0.014634037016414992,-0.018987008878006507,-0.02792608679195361,0.0012398436480758
2019-11-30,0.0327726744732393,-0.0015690075894709207,-0.017789154636123506,-0.03949194789865278,0.0012743632412606
2019-12-31,0.027344221099266,-0.005133935132603351,0.00048443383379372096,0.00012205690512348544,0.001245597806464
2020-01-31,-0.0028778005299459,-0.016605168149294487,-0.05414217644727399,0.05803336295592492,0.001249707710897
2020-02-29,-0.0851297502221325,-0.007061985752301506,-0.03815451020713437,0.0066674870148855925,0.0010192665837294
2020-03-31,-0.12514427897152822,-0.05358526511354751,-0.12509561941782263,0.1021132188446897,2.4996562600021477e-05
2020-04-30,0.1267690690820238,0.01327255979742012,-0.005322002061575654,-0.022533982673099445,7.496908325510532e-05
2020-05-31,0.0451752155204819,0.023441209310798967,-0.033823074924279495,0.016619317696427292,0.0001066041450763
2020-06-30,0.0182759660588554,0.004932375544515418,-0.04642354528672251,0.04043535898896644,0.0001124304550688
2020-07-31,0.05503218111461588,0.007402820770193552,-0.03206473996259057,0.07747051440530447,6.914036582772454e-05
2020-08-31,0.06998553468562257,-0.035931612854439535,-0.041598897943081595,0.049951852147723304,7.913221609512355e-05
2020-09-30,-0.039298775931991325,0.01673148295788184,-0.012764471643260264,-0.005453196831511874,7.080575356832597e-05
2020-10-31,-0.027734926587207425,0.037689114308259414,0.03613513573696985,-0.021659364389610972,6.914036582772454e-05
2020-11-30,0.1074831569154632,0.006012882530342184,0.05546546697610803,-0.1324238581154214,6.247852839580403e-05
2020-12-31,0.037067308559343586,0.00432334172374315,-0.011549037241520017,-0.029809335380340952,5.4150534226415914e-05
2021-01-31,-0.01117665195849042,0.004153057194418823,0.008585943296702295,0.005155794608247994,3.999120304531978e-05
2021-02-28,0.026062289388430932,0.024777948152709214,0.07540784243467041,-0.09636708116788628,2.9161989017367773e-05
2021-03-31,0.0424277998450408,0.013192959367507869,0.04497672623895374,-0.05128647019021842,1.0832688124295942e-05
2021-04-30,0.052422821381911115,-0.0014672703261351394,-0.021873581050521847,0.023328413279383398,2.499965647384528e-06
2021-05-31,0.005479822248055584,0.009638826773127869,0.045357528618919764,-0.02027687503678867,6.666422551315776e-06
2021-06-30,0.022180682342796083,-0.015630656865924724,-0.07808150422648616,0.033637854825355015,3.332722303861502e-05
2021-07-31,0.022714727605350087,-0.0038217500601904816,-0.0475152718599097,-0.007702510140402448,3.332722303861502e-05
2021-08-31,0.028957089032399984,0.006763592839368587,-0.01882500064262157,0.03255761258724715,3.332722303861502e-05
2021-09-30,-0.047592499142045455,0.002377388413657866,0.0400274279480988,0.0030075651557987942,2.333034014445623e-05
2021-10-31,0.06910384519756119,-0.006083958288037358,-0.04017038507571352,0.09910821506802275,3.999120304531978e-05
2021-11-30,-0.00837369738779142,-0.0047452928775732,-0.04910002350727808,-0.0020533269029757457,3.999120304531978e-05
2021-12-31,0.04358541762071216,0.013201987286666689,0.016713559515056563,-0.04172760379146326,2.7495841352642714e-05
2022-01-31,-0.0527292175022432,-0.00034752535015563496,0.10984221261334641,-0.07270762629003526,0.0001440524748494
2022-02-28,-0.031600175717294406,0.0173007156248811,0.03198119768121309,-0.006889607243565157,0.0002396837713862
2022-03-31,0.0353633804363174,0.0050303690026341705,-0.011319537672952629,0.03168172265595029,0.0004099079352288
2022-04-30,-0.0886275643802104,0.035841329405627245,0.03473577073461709,-0.016378284917619668,0.0006708525758674
2022-05-31,-0.0008011300225285642,-0.0017194749567681598,0.07395995283315424,-0.028094618185928684,0.0008543077271732
2022-06-30,-0.0852436543079163,-0.014722659870083102,-0.042936518565472176,0.04700455051588538,0.0013236543740895
2022-07-31,0.0892212701372362,0.0033636507407919652,-0.06724772029335939,-0.032451578320352545,0.0018951215929738
2022-08-31,-0.0447927792014575,0.012306400744145508,0.03326288659573339,0.03416866417963667,0.0023526509284592
2022-09-30,-0.0960078152695634,0.00334470838013054,-0.002122675943797586,0.044830106453135427,0.0026121432562891
2022-10-31,0.076609773977121,0.016183220653136612,0.06756595184417266,0.037550377044343275,0.0032536398598879
2022-11-30,0.0502759921414875,0.00839032486511461,-0.00015475809477463048,-0.03728238291257735,0.0034769012110056
2022-12-31,-0.0624539902880267,0.014863713061427739,0.026614870249497824,0.06546231737517536,0.0034825162132963
2023-01-31,0.0580220389861826,0.015739549466692204,0.02209264516221332,-0.1409291807052907,0.0037308188484965
2023-02-28,-0.0299552282646573,0.005874487853087973,-0.02410059821504129,-0.02780276786885149,0.0038427343328388
2023-03-31,0.0313087963118157,-0.04290088296319986,-0.07549426182422664,-0.06781779804873814,0.0037428162652932
2023-04-30,0.0106295987102003,-0.020424501879366657,0.012889377568689783,0.007798014332155842,0.0040127429522807
2023-05-31,-0.0017891902014737,-0.04194996572922487,-0.04813011733147167,0.03407191588323701,0.0042715375696666
2023-06-30,0.0605314992828863,0.03148058091194359,-0.01404375589765075,-0.005983665709252503,0.0041959656213483
2023-07-31,0.0268673947853442,-0.006068221939191466,0.0402719200759107,-0.026761847840034457,0.0042715375696666
2023-08-31,-0.022027676898969596,-0.010840398370519075,-0.025809701250441602,0.03564889022109156,0.0043112868281156
2023-09-30,-0.0530322441770512,-0.024028937592310333,0.014114601203644252,-0.015168220155137406,0.0043128767114264
2023-10-31,-0.0263084601075221,-0.029656465058510197,-0.006626173266321405,0.018375171046458326,0.0043287713695392
2023-11-30,0.08491568336864491,0.014114905069067443,-0.016943911674333914,0.03642715527139116,0.0042635854133252
2023-12-31,0.0400117809276668,0.03074053849583943,0.008774954389910841,-0.038641042668739335,0.0042174502286933
2024-01-31,0.011671892222491202,-0.03093902544667656,-0.0189444310968075,0.04544484719798733,0.0042238153765004
2024-02-29,0.0474689843645384,0.003922086281589861,-0.04535630735857545,0.05737105768836684,0.0042516562591847
2024-03-31,0.0267830317465232,0.009996440918024332,0.03752351766116571,-0.007737567355983497,0.0042357481688197
2024-04-30,-0.0458842235817208,-0.013864145017981784,0.014498942134637406,-0.03174683361351423,0.0042691518438222
2024-05-31,0.0437520383073769,-0.016119908841779794,-0.004198863735961282,0.002400596029582952,0.0042691518438222
2024-06-30,0.0304260989122231,-0.03620624549293275,-0.07189060813235745,0.02010106798007017,0.0042437023708601
2024-07-31,0.0071396768945979,0.027174689803041146,0.04096953429668437,-0.06381148301048246,0.0041816399932708
2024-08-31,0.0187860870625211,0.006444936051840971,-0.004243879246916431,0.028700098126063826,0.0040486198741092
2024-09-30,0.0165236753454545,0.011583106575480891,-0.02651459202393275,-0.01606907525053452,0.0036732087451467
2024-10-31,-0.0135171108456674,-0.012475093426794525,0.022362678453698465,0.028370963362485672,0.0036203675425157
2024-11-30,0.0537281907160374,0.005831275311485397,0.002257471963419355,0.008237537431775702,0.0035731047660614
2024-12-31,-0.0242143701061199,-0.029724188835959037,-0.06370469746406085,0.03049045468481777,0.0034199334421336
