,alpha,t_alpha,R2,n_obs,beta_MKT_excess,t_MKT_excess,beta_SMB_vw,t_SMB_vw,beta_HML_vw,t_HML_vw,beta_MOM,t_MOM
AEP,0.00047107257617179783,0.10720037311317722,0.20883896954393655,131.0,0.38472122313120183,3.7170214015609684,1.0640125701618557,3.519265034804653,0.04885748625424234,0.29623079176937267,0.15031474397383346,1.1442955296010757
AES,-0.006181428594607114,-0.8850714431335822,0.2873438832643198,131.0,1.0070701074386927,6.121947753473984,0.8969089483249454,1.8665282603197577,0.35334582787954183,1.3479694373892923,0.19541339512293102,0.9359915909159208
AFL,0.005997891452028893,1.6299267847434062,0.5652983651715118,131.0,0.9105975664656362,10.50597643416242,0.016257673909653915,0.06421324899590605,0.7765589088547823,5.622565291768935,0.0957172740052036,0.8701376519103368
AIG,0.001266998156857988,0.26288195430072503,0.5924590062163657,131.0,1.1464064687914142,10.098662581333576,0.7087505626185504,2.137346574469737,1.2566099827887098,6.946657762889221,0.4320154701337285,2.9985564940950122
AIZ,0.004801285964978132,0.9518128985548587,0.19908231876277405,131.0,0.570812981898179,4.804279839961502,0.5495146884492107,1.5833249640807305,0.18290158373849522,0.966055516190182,0.1274005525950538,0.8448769646772948
AJG,0.007241566084835434,1.8293582234434689,0.39525763477152454,131.0,0.7922990306793917,8.497591025623844,0.41744182813754876,1.532706374463301,0.14945880189022384,1.0059545546125428,0.19703528016334787,1.6650926338101966
AKAM,0.0007218091750900026,0.10120292646560435,0.1302921958682428,131.0,0.6865188020502826,4.086613365211112,-0.2971262592415852,-0.6054920557711289,-0.15657448533394164,-0.5849008760985576,-0.024388827474571755,-0.11439044238313024
ALB,-0.005306191605503424,-0.5976801707028996,0.38694838033836465,131.0,1.4962704485258826,7.15544190461765,1.453861223630825,2.3801570493443336,0.0809584487186341,0.24296219540670186,-0.3037980557385427,-1.1447194300671015
ALGN,-0.005191793331115366,-0.5612277192423099,0.41968998595453455,131.0,1.5242747105867158,6.995606989340488,2.4366741580749016,3.8283877267864224,-1.2444136432052995,-3.584074979518213,-0.47115270051839325,-1.7037722734689056
ALL,0.008744751109539171,2.080755278766524,0.3748001877213991,131.0,0.6583916811829287,6.651174297235442,0.14771728969210246,0.5108596761411482,0.8065989863066148,5.1135420292498885,0.3067501765950199,2.441667476670441
ALLE,-0.0019907939860449937,-0.49471648047046257,0.6138197894564719,131.0,1.0385162797241438,10.956801887516576,1.442966718317061,5.211744462747387,-0.04276122547948067,-0.2831201679503811,-0.15447250591823647,-1.2841311916049503
AMAT,0.006824625636858554,1.0344711850655013,0.49538492704522463,131.0,1.4570980256984873,9.377104947737527,0.6077792097471248,1.3390048377674508,-0.3080248204597493,-1.2439871206025337,-0.5141856542864114,-2.6072799538821796
AMCR,-0.005371559661543335,-1.179566407987495,0.37052955956360534,131.0,0.7638094268130834,7.121105968459712,0.589367042627311,1.8810683663414278,0.20933591749476899,1.2247751006259076,-0.05843963229600287,-0.4292967613176687
AMD,0.016298923214686165,1.3839343702925881,0.36378712370275934,131.0,2.098248451668519,7.564042057157195,-1.1460493758795411,-1.4143492083067764,-0.9146261472737582,-2.069144402166336,-0.24879912620552486,-0.7066975364210496
AME,-0.0008290576633285527,-0.2572586840824961,0.6950491734873387,131.0,1.1316189903308185,14.90822624459903,0.8940469207193549,4.032202724608406,-0.10841220063667527,-0.8963013944521924,-0.042226034585683074,-0.43832248539186974
AMGN,0.0021079546793562375,0.3719651130710486,0.22507559333143867,131.0,0.7986938948956103,5.9835888803068285,-0.5768090889580746,-1.4793460479590055,0.3040854753310935,1.4296417492267175,0.15057478294444038,0.8888353741278333
AMP,0.004769661719859502,1.1136477110282648,0.6974011445490267,131.0,1.476209857782086,14.633519595717049,0.7961208523562153,2.701692957767308,0.7163324152515695,4.4562080671839075,0.1443073039341329,1.127137004808777
AMT,-0.001908521088230875,-0.3776396384705484,0.2666500807812754,131.0,0.6922392816075351,5.81536920397566,0.6122367186324904,1.760746055047238,-0.33759013839903246,-1.779758057926468,0.04372740459987084,0.28944260366135094
AMZN,0.0055193442780467625,1.02875947380459,0.5646910456291284,131.0,1.3071629345694746,10.344190969810095,-0.766529201009448,-2.0765950197888765,-0.9353322380325391,-4.644969561805487,0.0030434446583370977,0.018976666138633674
AON,0.0030961059414242767,0.7391538486660103,0.44122601598819344,131.0,0.8813421127524711,8.933136994546658,0.736932129640714,2.5570738021891968,-0.03292612887650384,-0.20943550564272212,0.09657695951172762,0.7712953328755636
AOS,-0.004479809832005443,-0.9549165052682023,0.5690191904395439,131.0,1.1531846680586717,10.436265598809456,1.3791785678501407,4.2729032791899275,-0.5222611292836047,-2.966088677238654,-0.21348451282423486,-1.5223003289499895
APD,0.0010872259554404907,0.23894805455262075,0.3841839587077509,131.0,0.876229570676164,8.176021687538942,0.5818523526234829,1.8586311994455627,0.15454349468352846,0.9049509118828372,0.2330599271774207,1.7134815744114575
APH,0.004049654702366486,1.2959745236373919,0.6980952219266152,131.0,1.1180201950152329,15.190377279209104,0.6415270130447439,2.983940501903269,-0.08419508050049107,-0.717886510224509,-0.11014802386094871,-1.1791887442501237
APO,0.00412957479640323,0.6228446712645012,0.46792719531661964,131.0,1.5867605873841115,10.160761640550707,-0.18641914994441178,-0.40865957696814237,0.354784084044186,1.4257032888027792,0.10208205177827757,0.5150530368096312
APTV,-0.010716883618742026,-1.672010826446201,0.5947486819675096,131.0,1.684568948394501,11.158345486082984,1.3573264995428282,3.077879691133279,-0.21781761333791366,-0.905428523756451,-0.47556639749096025,-2.4820462886124135
ARE,-0.008601003973597603,-2.1032867928931784,0.5556367638359274,131.0,0.9723546951358029,10.095190163690251,1.5354176882088797,5.457234639531468,-0.26871155856900564,-1.7507587297116167,0.13376407590116957,1.094251083189443
ATO,0.0032486851632176957,0.7590508572898463,0.22130682177279515,131.0,0.5179011556266179,5.1374850643027345,0.48326514064693127,1.6411393569663584,0.0212230665945304,0.13211800070300334,-0.0011710295285402433,-0.009152911043957579
AWK,0.0012290792857145216,0.26985964937121715,0.2407435850627231,131.0,0.513930467074229,4.790742838015086,0.9646406539091531,3.078366714893726,-0.22208672161905943,-1.299185759970303,0.2042534227098114,1.5002220360153482
AXP,0.003819273088166637,0.8925297392706815,0.5956388965510704,131.0,1.1243660309185401,11.155528281413613,0.43435074996104156,1.4752964590893793,0.48336054389187955,3.009565403865662,-0.16516152543847792,-1.2911568795636539
GOOG,0.0068095741094735575,1.5088346478576584,0.4776325856271858,131.0,1.0420035166847046,9.802375260618101,-1.1958484517310615,-3.8511868004497414,-0.1313476407205066,-0.7754156823156748,-0.0751651553903021,-0.5571426459086595
GOOGL,0.006663984601552245,1.4710555670222645,0.4754396785073599,131.0,1.0368922927920345,9.717827406754722,-1.1840382255251773,-3.7988973411090656,-0.15173857113957429,-0.8924454697543581,-0.09108666861854274,-0.6726328239185995
LNT,0.0014314691791319225,0.3403285567757736,0.2282205110950326,131.0,0.4757066727390178,4.801711642273221,0.7961585442248627,2.7511400029346333,0.07058768206319521,0.4471321700078519,0.15664694082792738,1.2458519989802443
MMM,-0.005610853490056805,-1.2692783165365993,0.468556839054746,131.0,0.9391633087606932,9.020061355253599,0.6989315451363077,2.2980491638868745,0.1784180209909829,1.0753683649929038,-0.034274853956396976,-0.25937713591051076
MO,0.0015607448530782838,0.3002462544520831,0.2399869544589136,131.0,0.6261430163662346,5.113987593550899,-0.12351024323483338,-0.34533882350030887,0.5326281515564268,2.729985937625735,0.0014825980473038534,0.009541073814752346
T,-0.0021532609272701536,-0.4790274401902433,0.27618967910395775,131.0,0.5336399685935493,5.040255173821926,-0.005997431270634987,-0.019392140676649218,0.47916031142470655,2.8401101025959457,-0.09500173838961364,-0.7070065372158875
ADP,0.003970714233944007,0.9600526588494614,0.3947911505096655,131.0,0.8040156669902393,8.253371151068826,0.5230251914435555,1.8380011143838577,0.013482902275648087,0.08685611801462638,0.05828560516244664,0.47142854673579904
AVB,-0.0030707161267243942,-0.7689514402887634,0.4431390999969036,131.0,0.7707435657365517,8.194257266217692,0.7081731940174785,2.57748098384503,-0.12420822525906705,-0.8287054738124381,-0.1954743167043625,-1.637484107672924
AVGO,0.01907677317384047,2.6768316662232046,0.282079868793664,131.0,0.9919996687566736,5.909736464145323,0.10063118459898673,0.20523218631833806,-0.7010208958720592,-2.6208231422453174,-0.19973616771123476,-0.9375641730082781
AVY,0.0011738950965763484,0.2710242649510578,0.49441563660628074,131.0,0.9615294097863732,9.425011767620724,0.9575072629805089,3.2130516344530613,-0.09432771534228013,-0.5802415286133769,-0.062308092464893196,-0.4812286636337799
AXON,0.02133791084850137,1.7393366651088447,0.14035273230127576,131.0,0.8306616266683804,2.8747252659933493,1.9437234916697854,2.3028358426382427,-1.0160964577358502,-2.2067711578035487,-0.31394007245616024,-0.856064829603689
AZO,0.008437885695765783,1.6596241234233076,0.2617337203905886,131.0,0.6871216620766544,5.73786311554904,0.7667729141159811,2.191995233514146,0.09621608399273314,0.5042134010094775,0.14691970405027088,0.9666834668508495
BA,-0.0018292585119493792,-0.224787421268907,0.3466854221677237,131.0,1.3629196635825902,7.110622456830449,0.028719845649558,0.05129508612632352,0.3889634267358802,1.2734922147732708,-0.26456729636265197,-1.087580031054999
BAC,0.004481713678378031,1.0860533443865419,0.7173541187381911,131.0,1.4626312675831843,15.048123448358597,-0.3444817510121279,-1.2133050663575802,1.3141014810990281,8.484505992457654,0.2172261007191565,1.760950716008091
BALL,-0.003834300272689284,-0.7109449927808832,0.3291005880749923,131.0,0.7789313991726304,6.131821901879451,1.105119606621731,2.9782140261814702,-0.5231042596305995,-2.584215588927718,-0.1025759943381092,-0.6362440882049625
BAX,-0.0070476169929966906,-1.2663902474367952,0.22823281974555132,131.0,0.7183508396530793,5.480274460191882,0.5814378435733959,1.5185367245571229,0.22803980689325237,1.0917583796503116,0.28049586842646523,1.686086600689511
BBY,-0.0008504065316500664,-0.1270076620216816,0.43408993315915423,131.0,1.2789354358158478,8.10946861078284,1.6096833434628812,3.494141800532091,-0.1923672245428407,-0.7654644389356884,-0.03594339889243627,-0.1795769628221734
BDX,-0.00015547733957449233,-0.035794245118084995,0.2701702692944783,131.0,0.6298232752373235,6.156094179459386,0.5578436801137847,1.866617639685912,0.054001690021222924,0.3312409830485498,0.1970403797075003,1.517502754252802
BF-B,-0.006469507442336429,-1.4006340818410545,0.3164117693849958,131.0,0.7107268820464995,6.53275930828161,0.7779727548753933,2.448017974551789,-0.23118465221543713,-1.333530883871616,0.03856695681570725,0.2793167561730085
BG,-5.562574582928097e-06,-0.0009197368627711203,0.3061480492772598,131.0,0.8217106598666062,5.768290304939779,0.004078274131944264,0.009800785900461786,1.015319205071581,4.472815182093606,0.3373164285742951,1.86574971845554
BIIB,-0.006892743889936021,-0.8241086016328076,0.029550662631441793,131.0,0.25029467746350315,1.2705283545150774,-0.04167260485983785,-0.072416860768611,-0.36949618930333455,-1.177044480327253,-0.14938976099776813,-0.5975046407226672
BK,0.002723885970446619,0.6786619457541067,0.5827453969281224,131.0,1.0802942191944478,11.42739052276027,-0.1877686880720491,-0.679961758218099,0.7317205677461243,4.857361697539622,0.01190452600518735,0.09922128066628125
BKNG,0.005581317962385089,0.953951816374425,0.4720802186870522,131.0,1.2985490071809553,9.42298416596885,-0.21866776845576683,-0.5432142933769499,0.44550515386932066,2.0287709304978945,-0.19810341779682764,-1.1326866662246438
BKR,0.0004406502570973574,0.054890307801364425,0.44272567888863446,131.0,1.2148533574539062,6.424893581918028,0.5439955908299673,0.9849036778153495,1.4194086141198907,4.710854393487548,-0.11797003457925623,-0.4915882458320623
BLDR,0.013436406296914895,1.1404560641226855,0.3643756617820164,131.0,1.856894138236049,6.691492852564217,1.937005563041605,2.3895880637630356,-0.3405566787330709,-0.7701502112876943,-0.6013523571797132,-1.7074680808185723
BLK,-0.0009465551432779993,-0.25504183406632186,0.685734164609656,131.0,1.3814288549267337,15.802815457238923,0.3022653052121487,1.1837242507626875,0.18848600387608408,1.353116582287776,0.13730377596767585,1.237588112527006
BMY,-0.0024229030713944855,-0.41635774534984743,0.14105964595295972,131.0,0.5418536898368623,3.9532391245279968,0.4838529107551277,1.2084834490942349,0.2155087960184397,0.9867024677781397,0.17359079757959855,0.9978963894783567
BR,0.003095242849877581,0.76026231788913,0.5019877376133841,131.0,0.922572169165057,9.620763254522883,0.9644544307497875,3.4430806065774835,-0.38823603126497747,-2.540710493188537,0.06262952630031675,0.5146073778890479
BRK-B,0.005657601001660181,1.976560258912737,0.6185847304103638,131.0,0.9069886467886062,13.453027692317693,-0.2943392125043715,-1.4945918442406938,0.4837666499370714,4.503024137097635,0.1094611560918538,1.27928090950069
BRO,0.006958489713997292,1.6761927229194589,0.3746013113427923,131.0,0.8169591088488938,8.355062880741256,0.25089522404542486,0.8784116698004838,0.035580855658803597,0.22835785517867235,0.22420956667847852,1.806721637284562
BSX,0.0076449754052484095,1.6304478339032706,0.3078357433213098,131.0,0.803699742072649,7.277212999397219,0.09858394273908565,0.3055862014114491,0.01468352756921915,0.08343568285702387,0.16381884513976636,1.168753220708845
BX,0.0026793350230092565,0.46179856574684125,0.5115625703666691,131.0,1.42997833090874,10.463945217905065,0.28629375080448216,0.7171899057215866,-0.07024856720725967,-0.32259203162681893,-0.21247136273288988,-1.2250508252048953
BXP,-0.00933925120990593,-1.8058977595916699,0.5013088836120845,131.0,0.9652390472201791,7.924218210702288,1.3930425285701842,3.915094222125666,0.19670043586173477,1.0133909703308852,-0.2586678823013099,-1.6732150202143072
CAH,-0.0013338586357234793,-0.22809937785431714,0.26161860517240176,131.0,0.8292267341276229,6.020437236752197,0.4664141015831252,1.1592649612425638,0.1635458612206048,0.7451512942423324,0.04963352809334608,0.28393412254415284
CAT,0.003564836683683249,0.6501982471129144,0.4973444116727983,131.0,1.210689197703866,9.375172463758034,0.9725237590348558,2.578119937125666,0.49408287808014645,2.401024360290546,0.11379309731772108,0.6943048832131503
CB,0.005484358042536686,1.5024286278477275,0.49880954778158615,131.0,0.743257898880341,8.64466217205297,0.4668344083534025,1.8587785421147878,0.8118901265934072,5.925921807338056,0.416834913693341,3.8199729145254557
CBOE,0.0071976296173343335,1.3694085904801996,0.13211446243627423,131.0,0.47579307397828047,3.8432807559282622,0.3074599543947855,0.8502151766897645,0.18622209532034936,0.9439855978208254,0.07301986010440734,0.46474282658308647
CBRE,0.0029755173268936823,0.6064057491152468,0.6398055292813896,131.0,1.3663729768870168,11.82253294368948,1.4302858799954665,4.236628846464215,0.19963561178315511,1.0840004128394714,-0.22173088183218984,-1.511663600471417
CCL,-0.008175900456201621,-0.8152440797925993,0.46317385808967937,131.0,2.0092915202545076,8.506197303162647,1.0906512478837929,1.5806463046847272,0.5523414587514722,1.4674060565457454,-0.41130206485128623,-1.3719588750024718
CDNS,0.01058160262745122,2.293147076648044,0.5230728931772866,131.0,1.0297567169448711,9.474483360437164,0.34822389654104413,1.0968210427087142,-0.8787673430628041,-5.07393590856394,-0.1857141901091589,-1.346336734612669
CDW,0.006006935377812947,1.2721349732244398,0.46875619936222157,131.0,0.9419439286815623,8.4692650738364,1.0132044458637341,3.1187033044409502,-0.2675233771965559,-1.509498121361585,-0.25675904134209765,-1.819005964179768
CF,0.0048802406584992275,0.5937390643516982,0.26169464113225205,131.0,0.925351948296351,4.779712458012731,0.5472796842878391,0.9677439234713193,0.8456843165197454,2.7412791797782194,-0.005766831175046599,-0.023470360892358478
CHD,0.0027507867160837113,0.5996174209816154,0.17664262956659238,131.0,0.42570135674185494,3.939696804051863,0.7265789725406975,2.301955320611176,-0.28638314940065296,-1.6632417986040215,0.09728612942700479,0.709408510055984
CHRW,-0.0013747474915969684,-0.2572553420683287,0.24612942917319047,131.0,0.7134614874424241,5.668294980590637,0.458426601775537,1.246832225084935,0.01362061425040614,0.06790922365056949,-0.04454891232912321,-0.2788731589586216
CHTR,0.002297774017023057,0.3327911271453383,0.3090209044775696,131.0,1.09411671115157,6.7277294434915635,-0.07801853720909649,-0.16423244899853476,0.3047341475756792,1.175915603749871,-0.15510919096773393,-0.7515019333118297
CMG,0.0022089329040624155,0.2932083634985424,0.2830372045865531,131.0,1.0120054261280078,5.703180446965887,0.5169811929765177,0.9973907017168611,-0.8296060731849598,-2.933974658031877,-0.22686763632366622,-1.007382775517699
CNC,0.005730419906399824,0.776119642989707,0.12739289182174263,131.0,0.6243714325606399,3.5902582986215843,0.8251602000812182,1.6243411334035367,-0.021256232040302168,-0.07670419507976164,0.33055030399550717,1.497641736099513
CNP,-0.0016844449500008334,-0.36485560847032644,0.362658790491566,131.0,0.7808226429723437,7.18053899945615,0.3156100858654888,0.9936005401273658,0.41552093194855383,2.3979919274871078,0.028602244966397072,0.20724901316152167
COF,0.003357884459538533,0.6787449807068472,0.6410717259918361,131.0,1.3318105572864478,11.42940909613765,0.40581139798195986,1.1922349929799845,0.8442167318250315,4.546586352021642,-0.2616861807577028,-1.7694969418434108
COR,0.004770068075829974,0.8715302883850838,0.18641374713873626,131.0,0.6429932167369862,4.987750733528195,0.3464599633636588,0.9200421073174355,0.1768370270052871,0.8608385726560973,0.17041228896251434,1.0415664028461715
CPB,-0.0008680800001688267,-0.17142220119577053,0.09994404840730253,131.0,0.25960124862305545,2.1764792749526474,0.4509962221986639,1.2944252086617654,0.24912171431959737,1.310718734163879,-0.013210037267115279,-0.08726488181448282
CPT,-0.004178145557293776,-1.0462268147644724,0.4614340559871585,131.0,0.7133146300320147,7.583398085878935,1.4614230866126594,5.3188162387176,-0.2706164177308674,-1.8054564949818208,-0.018423981243440055,-0.15433126250930765
CRL,-0.004648062358895673,-0.7718146851510126,0.48328927481706796,131.0,1.2005573380475703,8.46378144438659,2.00973028390034,4.850378270274119,-0.6117460152549137,-2.706467690270397,0.08446120666260852,0.4691659856471707
CVX,0.0008935279346767848,0.19444082814544725,0.5833898122180596,131.0,1.0817185774227867,9.993878334173225,-0.26341343454788013,-0.8331323338480942,1.1127573968692583,6.451644422305733,-0.032403638297143614,-0.23588550163471925
SCHW,0.006971616477137428,1.1283681283187008,0.44065397457634214,131.0,1.1397009327443313,7.831567019619162,0.406918372350418,0.9572411566955514,1.193835895086771,5.148166234002629,0.4113321905857606,2.227092044333921
C,0.0001932450682639994,0.04502032540107614,0.7295399427934284,131.0,1.499368204745176,14.830266303449589,-0.6396172859345506,-2.165793988315614,1.0861432463869694,6.741831946571274,-0.2665352874522364,-2.077222749702663
CAG,-0.0007524422456332521,-0.12667554521793867,0.10673559726508763,131.0,0.45899230664493146,3.2806920003444184,0.2407776918941925,0.5891591127875282,0.3115970550757391,1.3976665193306728,0.11017288270321683,0.6204724022056831
CCI,-0.007638987213183227,-1.5334693392585736,0.3076884676299918,131.0,0.6478781101227392,5.521703247710715,1.1056011963126613,3.22577858979679,-0.5585347612381458,-2.9873088622915827,0.0021585892825896824,0.014495642694055146
CI,0.0088733782242359,1.423054916695851,0.2236051503796933,131.0,0.626735838188506,4.267343846442725,0.2816433797640357,0.6564912697986629,0.7733801221198311,3.304580060957576,0.17739322646067254,0.9516951246635801
CINF,0.00714022722351757,1.4019906169997913,0.33806632153539895,131.0,0.711210713565667,5.928868347411148,0.3436492644468433,0.980720457006749,0.8553674289059602,4.474828440044479,0.30220850031411006,1.9850337508945248
CL,-0.002167269135375959,-0.5971700312736149,0.25016063246499576,131.0,0.5213466734897965,6.098909759615802,0.24617120443142337,0.9858688628593755,0.019046925431012687,0.139830092913747,0.08154212592448554,0.7516148181165321
CLX,-0.001788186049670728,-0.3491800331919493,0.15417091399266958,131.0,0.354975373203728,2.94289905846692,0.8876682134208869,2.5193244943948825,-0.4420882547085832,-2.300044732125654,0.09941181551780025,0.6493858927437894
CMCSA,-0.002238361201562278,-0.5147660241265093,0.500285400223772,131.0,0.9673246279620512,9.444791876562846,-0.29799181786910045,-0.9960491885837576,0.34480926228885506,2.1127554696291972,-0.29069087716062675,-2.2363473167464973
CME,0.005395845485005363,1.1771039159748276,0.13209917103049318,131.0,0.44046069905232094,4.079462127237672,0.1091612250136457,0.34611501628912555,0.12157018518220995,0.7065989441063303,0.03727948525406286,0.2720528951376452
CMI,0.0012438365062760967,0.27405801399303475,0.5299963152234011,131.0,1.0362264341519052,9.693359419005967,0.9827525390035072,3.1471694211931265,0.43741079472110744,2.5677888570248757,0.08146418712863873,0.6004461722189502
CMS,0.0025151657224123246,0.6035426841680515,0.15576824119358867,131.0,0.2920567847779553,2.9754258121175035,0.9204899602873599,3.2103854733416766,-0.04509040610699207,-0.28828107790205204,0.13410389821050436,1.0764923100683834
COO,9.065054846634964e-05,0.017352745938543183,0.3493424344463484,131.0,0.8816881867016588,7.165611138915832,0.6407340823754892,1.7826756787041458,-0.18646775270234353,-0.9510253976209853,-0.11564554738544071,-0.74055076255142
COP,0.008239895047496025,1.2520107135079228,0.5312600556471243,131.0,1.2201696929959045,7.871310436094609,-0.9760808666026219,-2.1556036287461997,1.8433445438008889,7.462485306393627,0.003911065298796206,0.019879688596556307
COST,0.006202210661887906,1.605261402675646,0.4649943094159281,131.0,0.8225589637694519,9.038715811236308,0.0982351543581305,0.36954124992431087,-0.5077683581085588,-3.501510963405427,-0.023175285165748728,-0.20065615322080466
CPAY,0.0014559721998314917,0.2440419940992785,0.44001919191940575,131.0,1.1453781028683174,8.150810580582622,1.0032025381092498,2.4439754879743325,0.163953498967785,0.7321882884286506,-0.15807464701196808,-0.8863430591024468
CPRT,0.007819245772301548,1.5298744374354538,0.48147240606787634,131.0,1.11664751328043,9.275716560399756,1.1159828503961466,3.173548837949768,-0.4703270263427481,-2.451779816482377,0.06317244169234436,0.4134725975705074
CSCO,-0.0002673816767171665,-0.055391250168567524,0.3748141506055619,131.0,0.8838858405095706,7.7740287726754085,0.16057531563884062,0.48348727737090763,-0.19794027976612424,-1.092532363496149,-0.20325669682733646,-1.4085832943605663
CSGP,-0.000189987293489496,-0.03472575635713291,0.4218749868784377,131.0,1.0233166470077484,7.941044672475598,1.3283428176163263,3.5288570908195083,-0.2442313234149157,-1.1893758795242058,0.49917581257512283,3.0521708238516005
CSX,-0.00017176420815733103,-0.03610499917925678,0.5209799838294371,131.0,1.1442154578925445,10.21134432034279,0.89858597295953,2.745307799987337,-0.08705726042244286,-0.48756247203671904,-0.0812078297834401,-0.5710323564636602
CTAS,0.009350741663812848,2.303712479183821,0.6065601471182948,131.0,1.2382052800376033,12.951358048100083,0.7803346837095474,2.794215309855545,0.11921274543331987,0.7825201184848835,0.30492695052241126,2.5130791775506323
CTRA,0.0018359948194999682,0.2157276048456064,0.08177281563616534,131.0,0.33280497157592276,1.6602157045126444,-0.5542906726813711,-0.946604537732979,0.7263430822545476,2.273875492743179,-0.07901538892684012,-0.31058043753437836
CTSH,-0.0052580026322143905,-1.0003355902289441,0.3945651356013471,131.0,1.0189350302359628,8.230227813549183,0.6096466747054955,1.6857760204976406,-0.08608147182827512,-0.43634018503909505,0.002077570762868224,0.013222357383224198
CVS,-0.007040813664244923,-1.1426674232317802,0.19927292802469898,131.0,0.6531673978402908,4.500512130598507,0.6702399118471769,1.580971432099518,0.2041453625106828,0.8827284420629649,-0.005262920846942376,-0.02857274588356127
D,-0.005631674364904823,-1.3324291994230528,0.2308604629795843,131.0,0.47779980997525046,4.799467124699877,0.6848992630457145,2.3552122228215384,0.22076057413221578,1.3916138018574664,0.1596004398364639,1.2631904549750643
DAL,0.001842463936272998,0.2542082710544578,0.424802511051769,131.0,1.1913411224319457,6.978583126462538,1.1699262157975996,2.3460966263454237,0.6415235604350493,2.358272017970573,-0.18612712775012025,-0.8590698981633004
DE,0.006957689967689179,1.2914990936461592,0.4084371981938224,131.0,0.978288026232538,7.709677524336235,0.6049277145535916,1.632034202975503,0.394434245034685,1.9507169277148202,-0.05164869658398688,-0.32071298507386264
DECK,0.0133088129171827,1.7074134766033005,0.2122247490407968,131.0,0.9425876374527346,5.134067406734823,0.6931523404678306,1.2924829418619233,-0.358604818108272,-1.225761880382775,-0.008853318439768382,-0.03799562697187502
DG,-0.0037738938943033345,-0.5663024573872242,0.13277844601684685,131.0,0.48766214241744427,3.1068354009487917,0.9263550918008938,2.020379693804129,-0.3474695333091785,-1.3892042323526719,0.24829168737147767,1.2463760229773135
DHR,-0.00010300910784333104,-0.027176500642157004,0.5303726264429443,131.0,0.8437659449845545,9.451056158043526,1.111184529493201,4.260895039686829,-0.5654067074504587,-3.974380753556725,0.15921429233715279,1.405167526417604
DLR,0.0013645938282401268,0.2546850858360842,0.23118808252024758,131.0,0.5812463839420636,4.6057548406173145,0.5192758558990929,1.408623672070186,-0.49386081513015245,-2.4558129549844945,0.21048881021852925,1.3141873104726365
DLTR,-0.0019168426610646219,-0.2553920871507015,0.17404396708648007,131.0,0.7146601683345853,4.042602035558994,1.0787450226493966,2.0889907503087746,-0.026357146651656508,-0.09356425632060365,-0.011075451125102914,-0.04936402242477456
DPZ,0.004805111912135393,0.7025486494947263,0.21893936015234083,131.0,0.7282898362960637,4.520823872596343,0.5911393317390969,1.2562020386240582,-0.7356289711081853,-2.86564459541454,-0.17138119547620959,-0.8382319481224236
DRI,0.004388650584908515,0.6835432051513117,0.30183415423048254,131.0,0.8855924928189274,5.856111463659226,1.0222564551285296,2.314150334852845,-0.08819918704641473,-0.3660076427514263,-0.1950134052995998,-1.0160792371437464
DVA,-0.0024427339715980137,-0.3664547320818258,0.32969933595554646,131.0,1.0708712045041624,6.820588440470445,0.6444062958382859,1.4050787896444845,-0.2784220386245953,-1.112854476496992,-0.22549354498010057,-1.1316351304007846
DVN,0.0005355756480125702,0.0512920593399823,0.5161714067877838,131.0,2.1413633041585456,8.70683094775199,-0.2269438012234596,-0.31589618435091504,2.0099739377740606,5.128736022997016,-0.18468385552964467,-0.5916793217871632
DXCM,0.004505991662448501,0.3887806816351799,0.24083046233826055,131.0,1.074935807630069,3.937651398420304,2.1598080858517434,2.7084835174917834,-1.1238296177242717,-2.583481599063738,0.6985367356194829,2.0161910775974365
ED,0.0017396167610810927,0.37314287147429775,0.08558104621528007,131.0,0.26703279145138437,2.4317929983285294,0.4691182877195031,1.4625161500351327,0.14725734588643805,0.8415678589906203,0.06760369432741838,0.4850875633715673
FANG,0.012853981237809599,1.334278620915917,0.4122881734848992,131.0,1.6034135656332922,7.0663453954915205,-0.39868491194995126,-0.6014996891798656,1.6580872444393522,4.585712784108717,-0.045684129404804825,-0.158636224010951
GLW,0.0002425105059290725,0.04969862501377107,0.472853968461702,131.0,0.9989688184875942,8.691729270256289,0.6823499700678247,2.0324400015348996,0.02814246054084581,0.15366200223480625,-0.27872627933626476,-1.9108204408619913
KO,-0.00012117880394165958,-0.034485096947108315,0.3081102239909004,131.0,0.5656272391895532,6.834009018565068,0.02804201443777906,0.11598738027301272,0.23434533361696086,1.776853842715582,0.016916599118578807,0.16104453526756293
STZ,0.0017860398603862435,0.3611433659592506,0.3237887536468149,131.0,0.8184912379113644,7.026563429557164,0.3259299541724848,0.9578764834210557,0.06441524017699628,0.34703056786143716,-0.052838377162692636,-0.35740951486798517
DD,-0.006771482301707782,-1.2162421763133655,0.5184435304287762,131.0,1.3070329285733044,9.966973029954726,0.6278663167543121,1.6390803286053937,0.2278764388022101,1.0905016871298303,-0.20654708396365626,-1.2410335575553113
DHI,0.0009696507474763837,0.1566900238071977,0.5472318949378279,131.0,1.4293624135074665,9.806382066709823,2.280625926420991,5.3564469533821875,-0.2028095983083924,-0.8731826966452154,0.11638824633255859,0.6291631521606628
DOV,-0.001050660034468274,-0.3054921235178582,0.7068020622210804,131.0,1.2552961276930616,15.496172275747803,0.5417334634739953,2.289392254451085,0.04236135327711138,0.3281695159327668,-0.15924146791243388,-1.5488955145869132
