,alpha,t_alpha,R2,n_obs,beta_MKT_excess,t_MKT_excess,beta_TENY_innov,t_TENY_innov,beta_CREDIT_innov,t_CREDIT_innov
NRG,0.006397939983986126,0.7162693784009452,0.17878205210690756,131.0,0.797738473792378,2.9527690663598616,-1.004570726327239,-0.2353412907870864,-8.378591620607654,-1.3666368678698606
NSC,-0.0017421952940385448,-0.36423897885115447,0.5470396910930616,131.0,1.1933535226738516,8.24881235748619,0.5848419863328707,0.25586419533648436,-5.2726440076685215,-1.6060679666509212
NTAP,-0.0020400934273674103,-0.3060277042661132,0.38415074141594796,131.0,1.4376069754510186,7.1299023291397,7.353455636446689,2.308253772567185,3.183517034846566,0.6957668811757883
NTRS,-0.004363673497685889,-0.9513578517007524,0.4920847879753848,131.0,1.0911138733277095,7.864922693614464,3.9480178768486667,1.801159441879092,-2.3410299716152854,-0.7436087975963372
NUE,-0.006565544116521565,-0.8967649821103085,0.4490046678734674,131.0,1.9872871781198316,8.974314173706922,9.046930057917104,2.5857738536138033,11.225430695487342,2.2338644495462385
NVDA,0.0350673796156544,3.6358444350856782,0.34968255219469824,131.0,2.004031633311919,6.869723735525923,-0.10019660721544962,-0.02173884089542391,8.845840704897062,1.3362477260401027
NVR,0.01036592593057795,2.1764325229229575,0.46416787999779674,131.0,0.6740289658882512,4.678949821920486,-10.383155243612805,-4.5619218684285965,-10.053027926641153,-3.0752461345745234
NWS,-0.003941750006258887,-0.6734219023921134,0.4789380487213435,131.0,1.307604128669329,7.385963634577005,1.6734312456192473,0.5982564970053448,-4.632060061535571,-1.1529705884330657
NWSA,-0.005194797629003041,-0.871653838742176,0.46786346380964683,131.0,1.3508599370305316,7.4940822771649716,2.396924934919849,0.8416106771101095,-3.079761198589445,-0.7529018132488073
NXPI,0.0033564328243087544,0.4823541603790503,0.3978077089061687,131.0,1.2789163350986112,6.076631843479336,-3.5968572711613103,-1.0816647167041702,-4.864679572733914,-1.0185637010851183
ODFL,0.00737515929003045,1.2216693697497545,0.37885786094179985,131.0,1.4035593443862555,7.686803548317856,1.598822953532393,0.5541968395295541,8.554993618996162,2.0646567336638864
OMC,-0.006349745095359512,-1.2454477792676062,0.3334673901656213,131.0,0.9769143805571355,6.335172656789841,1.9887910596227931,0.8162811731979763,1.7013571697369791,0.4861951401128481
ON,0.006556060227511677,0.7773198067732094,0.4221289955263766,131.0,1.7142706630236804,6.71999444391842,0.29436994521962023,0.07303510470354534,-4.6790120432220785,-0.8082707245461929
ORLY,0.009939599746313631,2.0509890666897026,0.342899857038637,131.0,0.8781722808638139,5.991104504371131,1.6974801646632365,0.732960459719554,-0.879878245994572,-0.26452268106925664
OXY,-0.002563715209443036,-0.2397398754668335,0.30573739480929485,131.0,0.8139124835186384,2.516407243755524,5.690269968653818,1.1134859891623827,-24.631948230582,-3.355947399579902
TAP,-0.005251270122631737,-0.831744699965915,0.22627133611196626,131.0,0.8561093442215378,4.48319513428717,-0.8955427899774698,-0.29682017365668933,-0.33478060006767013,-0.07725593506867794
DGX,0.004587931926218187,0.8610122609906901,0.3331702049980967,131.0,0.5318724003322483,3.3001413883742803,-5.288716800360972,-2.0769405825013094,-11.772641593125805,-3.2189347964566215
O,0.0002700438936819503,0.05921729516452668,0.4144491754878147,131.0,0.3185671070348036,2.3096589645340337,-13.946810970393445,-6.399860528462698,-11.348648342840221,-3.625803221865967
OKE,0.003896306323152944,0.5633741159037362,0.5220709507176243,131.0,0.703306856534584,3.362183164653113,-2.106454821026244,-0.6373490383073556,-29.744133414187825,-6.266008839333081
ORCL,0.0017127210357118206,0.36277805576289396,0.452037132080646,131.0,1.241735379395481,8.695932378309598,0.9410425826998751,0.4171046608657296,6.132852848128037,1.8926173107586306
PANW,0.0165935926785849,1.966280101999226,0.21106420652958469,131.0,1.1292040491085737,4.423948955967185,1.781433310749539,0.44172900560098155,0.12775181566304297,0.02205555175353048
PAYC,0.01785098532745161,1.5766137718606883,0.1648172795983679,131.0,1.0541306731716824,3.0781536544733106,-4.966334755442816,-0.9178685773695786,-6.421211256757127,-0.8262775777631135
PAYX,0.0015169557809987869,0.40218881580664534,0.48655209707962477,131.0,0.9184967142652484,8.051325721925933,0.3317680981832254,0.1840657908034704,-0.8407450028352561,-0.324763526974047
PCAR,-0.0011101669194855618,-0.22967646038071568,0.43429412333181683,131.0,1.1411724061100657,7.805705963322929,3.536758451331517,1.53114032332614,1.703665117566103,0.5135211345329398
PCG,-2.6899997964940684e-05,-0.002319639236719086,0.1264908923599063,131.0,0.35794818927852934,1.0205189898297744,-1.5272889935429983,-0.2755946679339231,-19.49034622265694,-2.4486890519440387
PEG,0.004035879985630289,0.9392669690516643,0.2477805729801289,131.0,0.366428976581972,2.81950804343955,-5.279470860192172,-2.571121461821503,-6.29268009209275,-2.1336950358385205
PEP,-0.0001983667330094121,-0.061847185451287555,0.3188473678369239,131.0,0.5262796035975223,5.4250077153429626,-2.1746056827005513,-1.4187733037637247,-0.21166336838159108,-0.0961485389893559
PFE,-0.00586939952133804,-1.1194449180603896,0.18455221279326317,131.0,0.6620075500259489,4.174502455658191,-0.034614211270446636,-0.0138148090563509,0.9919237384816696,0.27563427895509557
PFG,-0.004042596345482668,-0.8361409861026439,0.566487209790822,131.0,1.177655755674004,8.05323205958105,5.418764092826124,2.3453127645037175,-7.16778134162053,-2.159980190185109
PG,0.0015931810227291195,0.4238658608460698,0.18145607929973984,131.0,0.46376312875789283,4.079362066474264,-1.5543972070388516,-0.8653797156392268,1.648673488868579,0.6390632668682528
PGR,0.012545688200634925,2.6150807853515508,0.1555192100508005,131.0,0.6479608138088383,4.465520461345457,3.61487810327206,1.5767602639636962,5.019166629978335,1.5242918247618575
PH,0.002732930688977573,0.6040674943307046,0.6320963716763768,131.0,1.423462676568039,10.402450426605299,4.117629052326281,1.904519650800324,-3.5109867765891596,-1.1306597423728686
PHM,0.009341859484644312,1.4272213352525625,0.46216406057880055,131.0,0.8168073366317137,4.12582069768148,-14.139019870106496,-4.520210847969542,-17.200179539968076,-3.8285724107153363
PKG,0.0007996941472100842,0.15350292501202692,0.4081159959043694,131.0,1.1591317451381449,7.356280138280987,2.290678839173217,0.9201069931696744,1.5585402243783677,0.43586966016583856
PLD,0.0002374909621442958,0.05435929080614819,0.5355028245144877,131.0,0.9722543682152298,7.357653303344366,-9.820585465781095,-4.703763355255234,-1.1738645680494393,-0.39146286995730345
PM,-0.0024809936689526506,-0.47892387598487357,0.22751321426226023,131.0,0.7444275540962816,4.751119936543873,1.2115265854768584,0.4893900902081966,0.7104440392869081,0.19980971205717696
PNC,-0.0007563802850492951,-0.15591835735785556,0.4877310931508174,131.0,1.0149661233595972,6.917374980870472,4.010657726042693,1.7300316179190924,-6.133412225429653,-1.8420655955472311
PNR,-0.0015953310246665236,-0.3298626708964804,0.5073747033714846,131.0,0.9632983910993546,6.5853053387158,-3.0076524107103983,-1.3013418421416443,-8.960823644748293,-2.699455525896117
PNW,0.002253341125033832,0.4636453791663036,0.18122579558908203,131.0,0.20128307484605662,1.3693011492015377,-8.555088647926809,-3.683535813302487,-5.8412022177072505,-1.7510845685621472
POOL,0.008056324680973516,1.3642814428487793,0.32911322559223366,131.0,0.8738218870898542,4.892407816430883,-7.624107919406403,-2.701701949124045,-1.9052235754954638,-0.47006600540905946
PPG,-0.007257629266277502,-1.7627463131682546,0.5864985332518197,131.0,1.182957748115324,9.49941781772506,-0.7696572417623023,-0.3911774262549036,-2.3970888554638754,-0.8482523168043664
PPL,-0.0047558568951894,-1.1576332684043453,0.3578601831449404,131.0,0.6858678271219802,5.519698726731527,-2.6566961038281383,-1.3532109070624156,-2.575902081117628,-0.9135187328755973
PRU,-0.007277368111582919,-1.7662421830541695,0.6833299930533923,131.0,1.345183842771002,10.79419534224706,11.242507189615418,5.709794435767354,-4.310231402584826,-1.5241313020446496
PSA,0.0005936975633002273,0.12533269761875265,0.278736991881783,131.0,0.5371460619197749,3.749075949518253,-8.465699471229636,-3.7397567761834543,2.109393286766481,0.6487876390689615
PSKY,-0.015684480329129787,-1.6816492908913727,0.34428622811846665,131.0,1.0699706617292362,3.792886839998186,-5.347064930118467,-1.199670948904551,-19.070145753557394,-2.97896357889153
PSX,-0.004107677243533281,-0.5923741779181229,0.3687425199824981,131.0,1.188748250291212,5.6679031317211725,6.150237333454754,1.8559790596114143,-5.023736052437773,-1.0555346803929222
PTC,0.0040232597372350035,0.7039208396198819,0.40143018014242515,131.0,1.1951541117057807,6.913570297832638,1.2050235191373535,0.4411869570120923,-0.3373988068591719,-0.08600727354799866
PWR,0.010236119216556766,1.600156591532068,0.3351684000543662,131.0,1.1301351013408596,5.841040737306153,5.21259590524184,1.705150032953683,-1.122860957777092,-0.25574021007706077
QCOM,-0.0016316696515759387,-0.20177862446335826,0.30720333259809784,131.0,1.2703527532088044,5.193976447126157,-4.386908299096225,-1.1352274064000663,-2.137092760121999,-0.385045613995762
REG,-0.0016987471791271034,-0.35604351010081947,0.4363958257084919,131.0,0.6887967843509532,4.773073893556647,-6.5032122740123555,-2.852224100951703,-10.267203143921435,-3.1352513737982823
REGN,0.003364155520094524,0.41662226580184114,0.07646159179343515,131.0,0.7105932140645677,2.9095122460520773,-0.04756714326923003,-0.012326928350263723,9.899160607716956,1.7861201463864491
RF,-0.0008114337760365924,-0.13267127130856213,0.4728289092863879,131.0,1.1695649160024513,6.322383901003145,8.119670170580322,2.778072575576153,-8.258995695549643,-1.9674193375982105
RJF,0.0025433578911485755,0.5389205452387416,0.5502014924261547,131.0,1.228116585067923,8.60378564311434,10.641158095368853,4.718321709631019,-1.4438270262167312,-0.4457366217714362
RL,-0.0030394854613267817,-0.40437937731245654,0.33873720996289347,131.0,1.1198756567685886,4.9259665073895835,-0.34673545368489284,-0.09653139204096779,-8.357838164027951,-1.6200513216899353
RMD,0.012304569711519513,1.9978052780106659,0.2522926264889215,131.0,0.24717342710017426,1.326848157796279,-14.375246950406943,-4.8840874213156855,-9.53875028063333,-2.256441564066694
ROK,-0.0035698626469456794,-0.725640373045304,0.553961650074563,131.0,1.412088198095831,9.489962059919735,2.2118990784271024,0.9408418531689602,-0.06223771726386699,-0.018431873161029975
ROL,0.006666353203145531,1.3116027697051114,0.2250542642836324,131.0,0.7901882237389726,5.1401675972633365,-1.6306192479546087,-0.6713484014068523,7.233707864853208,2.0735802950051077
ROP,0.0009166639805511859,0.25584761641539644,0.5709628003154863,131.0,1.1072360381840076,10.217488157928164,-0.014547681510054698,-0.008496623669810358,2.066088661293331,0.8401678322964024
RSG,0.008827469781781542,2.785058145594731,0.4134739374240879,131.0,0.5681711533698844,5.926658848995086,-1.3477968086890928,-0.8898234372480198,-3.5293625508373285,-1.6223336893356466
RTX,-0.002821658363450648,-0.5419306050522007,0.3550087185110017,131.0,0.8674887165374494,5.508531085167195,3.249256935994159,1.3058842763734713,-3.9460569224971516,-1.1042018758842504
RVTY,0.00027284711900746653,0.04974199205445937,0.412184641931187,131.0,0.9786851867075165,5.899015507536421,-7.677772748714829,-2.929007235669428,-2.7652241647501885,-0.7344800963059519
CRM,0.003331193042460128,0.514469146700471,0.38179400919368744,131.0,1.407600590436356,7.187398023731615,-0.9607137306895798,-0.31048092346020345,5.206015345094075,1.171415225256271
LUV,-0.005699417511305151,-0.7612373356247988,0.30306739368500313,131.0,1.4468514322392954,6.3891968403107455,4.60661085027277,1.287515671730377,6.702135500920479,1.3042135219178668
NOW,0.01578916341472938,2.32505610541212,0.29441621335453094,131.0,0.968242771145364,4.714018715381527,-4.210794803118065,-1.2975371037294445,-3.9252909247377814,-0.8421550443279334
RCL,0.0033127909342631125,0.3477465280984644,0.47733238022265256,131.0,2.076368800128507,7.206194663835575,9.486722227738042,2.0838494897607864,-7.994270826939903,-1.2226256906373227
ROST,0.004366377873116466,0.7880375014142067,0.3496966636982143,131.0,0.9736467391116604,5.809780212322731,-1.0964169189822424,-0.4140785044799775,-2.086512678549548,-0.5486463349225359
SBAC,0.0027693649177001375,0.5351895194987124,0.3455227022746048,131.0,0.49416828150497255,3.1574392397555355,-13.357313383020108,-5.401668386209008,-2.523908448439842,-0.7106354980111365
SBUX,0.0017475323982931383,0.3444163510772251,0.3096589230064155,131.0,0.7167492429585669,4.67044744737271,-5.360689362453073,-2.210856509807576,-2.7167364954447324,-0.7801029651584609
SHW,0.004120277177659181,0.8894366196869158,0.5285221683158555,131.0,1.1858881319558627,8.463792699396759,-4.788377644340873,-2.163009155430272,-0.10030316386369946,-0.03154634816611025
SJM,-0.0031517859957313436,-0.6543342704947417,0.12264650122815868,131.0,0.4980794440880027,3.4188046468202975,-1.6064670666066656,-0.6979047622814012,6.7463388432235725,2.040595771110337
SLB,-0.013238760524098265,-1.6758690359242585,0.44679065119443395,131.0,1.4098369474615948,5.900575341166637,11.992212178698146,3.176679819913929,-9.715976651169004,-1.791946748454211
SMCI,0.0191155254187516,1.1631548625842882,0.09544791607014269,131.0,1.7127866681580688,3.4457780192302443,11.35445456183621,1.4457691958341945,15.368983949951534,1.3625183013276554
SNA,0.001027753410909522,0.22614208259378232,0.47583937165538837,131.0,1.067840711282101,7.768401374023787,4.113346161273632,1.8939526172607868,-1.5373934712843065,-0.492859780806082
SNPS,0.009792480454565239,2.0575892207184605,0.4840068994844441,131.0,1.2182377994575495,8.463124989752885,-3.6019630424014384,-1.5837499160305692,4.3139556257461456,1.3206493524467144
SO,0.0034218626080375633,0.7899664605715325,0.17271928192623232,131.0,0.21621384768460852,1.6502977662804097,-6.134415452470449,-2.963470850274467,-5.669616529019322,-1.9069778877610006
SPG,-0.0029283972231983943,-0.49897181593989604,0.505918739354093,131.0,0.8647448372875297,4.871545111587902,-6.693492704085614,-2.386603170287155,-18.31380005127763,-4.546428693172156
SPGI,0.006408264533676004,1.644538415286371,0.5891908146882108,131.0,1.0115179870588555,8.58242314565984,-6.709792581876825,-3.603247354536702,-3.2248960304154246,-1.2057720033023378
SRE,0.0004547876354007081,0.11545040062628187,0.3447580527367492,131.0,0.5104699699459985,4.284397088674598,-4.888902151438583,-2.597045332450631,-5.410074461830413,-2.000948563004538
STE,0.0049359591976640685,1.0717380199464281,0.39889873908919804,131.0,0.8316259983660672,5.970048454276173,-7.032927617415731,-3.1954690388536173,0.6162870061241337,0.19496020561789065
STLD,0.003701190316790196,0.4955402916484835,0.4082864710609062,131.0,1.7365498631988543,7.687011566102172,13.161631389058142,3.687471463611312,6.904034417055696,1.3467481543532998
STT,-0.007352033291271119,-1.4233365842957495,0.5677069311837069,131.0,1.4405450049627047,9.220610987627337,5.855837146242749,2.372305016916498,-2.6471197031726246,-0.7466543754574066
STX,-0.0051709734173615105,-0.6243640165805187,0.28186509590232967,131.0,1.5202378613409127,6.0688978351926215,-1.078122482134762,-0.27240498621697923,10.841574465252222,1.9072332271067158
SW,0.00038644668323837184,0.05824431423168518,0.2890685662208462,131.0,0.955547565325121,4.7615569592774944,-3.282156406010933,-1.0351531655725754,-3.4088129464401478,-0.748536546501393
SWK,-0.006506161962718818,-1.1180989939056931,0.43935505254382057,131.0,1.02732233503309,5.837069148378378,-4.561694702388792,-1.6404499788217024,-8.50925063588049,-2.130554208957256
SWKS,0.002411856479911157,0.3218262951942224,0.27648973075926175,131.0,1.0264939978844227,4.528550347926044,-5.167541276571501,-1.442897259944739,-3.5339588624773564,-0.6870327517327101
SYK,0.00394477667596199,0.9654963363216528,0.4361616933054997,131.0,0.9469311069117661,7.662655722575938,-1.5171232273821933,-0.7770168837548731,1.9488786053869733,0.6949585189176397
SYY,-0.0010530466801660747,-0.19905832399949083,0.3448676378628901,131.0,0.9375101095524347,5.859241531442336,1.5893363980749595,0.62868042633686,-1.7996374050227955,-0.49563688363266795
TDG,0.009947409347182672,1.745217496305427,0.4503778846685971,131.0,0.928131603110311,5.383712386498093,-5.386254425844256,-1.9774605215416519,-11.282998658250314,-2.8840978531318546
TDY,0.0037406545604847935,0.8220913298994054,0.44660025707999873,131.0,1.0912917043768124,7.92950430635919,0.4807620774758909,0.2210976144633423,1.6924561212943168,0.541920735041802
TEL,-0.0022971725662682303,-0.6007353028803949,0.6315708471139914,131.0,1.189318438529434,10.283013522874281,-1.7741508269332453,-0.9708708484579455,-2.804596669549541,-1.0685770286744385
TER,0.0048226329128258265,0.6298457601084078,0.37807131948784845,131.0,1.6115613653952727,6.958723386238077,-1.4608456451822573,-0.3992415421024569,4.340026861913909,0.8258255371237733
TGT,0.0012002546347496816,0.17555364205278393,0.2418531612651792,131.0,0.8840542066308741,4.275117628741857,-2.7432761308751843,-0.8396288768401741,-2.799567659761325,-0.596586342062328
TJX,0.0040509365679516265,0.9383987329840954,0.37051657963596685,131.0,0.8461648214623422,6.480666269763977,-0.39019418685549245,-0.18914469046835988,0.10690139286084674,0.03607955898142542
TKO,0.010465780427946174,1.0170535553938531,0.17191005902418943,131.0,1.1017335621920827,3.53982265544147,6.4657719443509905,1.3148432328125348,-2.738888818441046,-0.387786327614171
TMO,0.005137022858479669,1.1947583771378736,0.40907033793331715,131.0,0.7883707460938588,6.062221608738724,-5.304732615652566,-2.5817457692182955,-1.743532039848076,-0.5908053306190323
TMUS,0.010893218180897878,2.0510351328901852,0.12554262022562301,131.0,0.5522889748969504,3.4380801159648127,-1.1939112921339887,-0.47040328607642284,2.6487807041864913,0.7266224099388112
TPL,0.022474422712198662,1.948293710071773,0.2759642837396241,131.0,1.5589002599963886,4.468038785450622,11.42828439358781,2.0731384781789184,-6.554114881270224,-0.8278007572869819
TPR,-0.0018560160473731584,-0.20717390339195313,0.29614292621117644,131.0,1.1234525122762358,4.146109456240204,-0.10858579917963851,-0.025363415926778637,-11.40397140733584,-1.8546216623702563
TRGP,0.008567802943478382,0.8300073779632625,0.5025773637747689,131.0,1.1764641200462622,3.7681127700581523,2.3682532447681908,0.48008928620931374,-38.35292119306837,-5.4132342145186625
TROW,-0.006061203972930074,-1.5179762317150138,0.6346814569789481,131.0,1.1633485498659812,9.632713569368867,-3.871733736997634,-2.0290509142351185,-5.245534158278362,-1.9139988752224077
TRV,0.002242303083578004,0.5310103312422559,0.33736730950337857,131.0,0.7198163144359191,5.635897210832226,2.845223776094862,1.4099589722055321,-1.7766703745311319,-0.6130013115971241
TSCO,0.0032022914527995274,0.5652937523750013,0.2911883088307098,131.0,0.9870779797719358,5.760995216281213,3.6588194197520973,1.351561134457839,1.812545507682433,0.4661740937677077
TSLA,0.02484544679255402,1.7175148453603748,0.21019627863268509,131.0,1.743498843603236,3.984814176525339,-2.044256384217718,-0.29571301620489615,-5.401409496567312,-0.5440097441646551
TT,0.008726254303395024,1.9304955720852088,0.5020693201763247,131.0,0.9663904463251807,7.068484241231977,-2.5092570807531858,-1.1616291258878795,-6.047736429665567,-1.9493045064362085
TTWO,0.010554135096568345,1.55337970737536,0.2483243319048356,131.0,1.0398392267052585,5.060039378694443,-4.826238658278758,-1.4864323967405464,9.575876841397916,2.053427702764445
TXN,0.0030112403129835905,0.7530997693586026,0.5146462401970014,131.0,1.0281988350290934,8.50191830916063,-1.8477557606537771,-0.9670146494647818,-0.20820891117475815,-0.07586689293139645
TXT,-0.004748438955556513,-0.9435171537344784,0.5667898235776752,131.0,1.4700360888561483,9.657387535903496,6.889015970428038,2.8644254410738137,-0.18047737857314228,-0.05224775110108371
DIS,-0.007254299262455724,-1.3229089057617849,0.46744167972741446,131.0,1.415590004229299,8.535022717412316,3.3201049210983524,1.266973906416346,3.309261896113625,0.8792482199494231
GWW,0.0024405617433938174,0.4542154039980432,0.40957629082794256,131.0,1.2161295900824804,7.483153198855557,5.071763332295105,1.9752061470366593,2.2779591786226434,0.6176804885865242
TFC,-0.004384168211366941,-0.8148224232973745,0.4309871845833725,131.0,0.8362379108493007,5.1385233831477715,2.802953819907292,1.090116957623481,-10.500949191968498,-2.8434801895880035
TRMB,-0.007858092176921698,-1.3665501215586167,0.5783303275744084,131.0,1.9373516924535394,11.139087983963728,4.696396228963266,1.7090492050804962,7.750367882747405,1.9637068280351921
TSN,-0.0008438675034920997,-0.13612389896879243,0.1758669541741309,131.0,0.6305472484407484,3.3628730553062938,-4.949988329542146,-1.670881620176418,-0.5144474115038518,-0.12090575961621808
TYL,0.008570778594206631,1.3957900401941785,0.21479668705157906,131.0,0.6823016285486677,3.6737444942248545,-4.464430437453213,-1.521413511554911,-2.9216505355605094,-0.693224611705956
UAL,0.000741397216949706,0.07814874503466555,0.28130098221754785,131.0,1.2920411839735753,4.502773851681026,11.874230675946764,2.6191352644893144,-4.432039770380773,-0.680644895887294
UDR,0.0006126357013653866,0.1478275925396466,0.39956755509701647,131.0,0.46691692767117954,3.7249937057109737,-9.437268312581455,-4.765197386463998,-7.619895589559248,-2.678848230964028
UHS,-0.0021328566982851383,-0.3235505037825308,0.3414198721875952,131.0,1.2092408474030365,6.064931969046032,-1.7769130302737917,-0.5640634573099793,0.5689382595450161,0.1257452039402909
ULTA,0.0065050791050564735,0.8646842889636531,0.3005026925873271,131.0,1.0911298358408208,4.795281851699991,2.61149667958562,0.7264000302182798,-5.732924723042084,-1.1102661819265116
UNH,0.007938811877319672,1.6971543072259883,0.24804998183544313,131.0,0.8441049559951221,5.966161312700547,3.5206531398397227,1.5749633404894552,6.422767145247663,2.0004784786177585
UNP,-0.0009441220000482599,-0.21828358147406574,0.480149301857572,131.0,1.0351671553728894,7.912908768043755,0.1912012149897917,0.09250495377850414,-1.0814924437655036,-0.3643026488762569
UPS,-0.0077580025530161,-1.4997306542700541,0.40589514245878733,131.0,1.271104942838338,8.124141507214844,1.1366550766098924,0.45980473150796763,7.8853301224534835,2.2209005761668457
URI,0.0052894886693318965,0.672340454508115,0.5204804840433004,131.0,2.012204541485165,8.456300327784291,10.141678711044026,2.6975331466972077,-2.6647566972776406,-0.49349073237188873
USB,-0.0048224385759073965,-0.943186105738878,0.43182931060824536,131.0,0.88549483465414,5.725974947012329,2.0977365181763017,0.8585449106418711,-7.9333467140300415,-2.260648345948061
V,0.004817020921323477,1.3017967438678382,0.503606730549035,131.0,1.0315728119183365,9.21716277753339,0.5511078151465243,0.31166110619100595,3.095217738224544,1.218713832651878
VLO,0.0004641634700152828,0.05578698943314354,0.35787015472756145,131.0,1.2463746830656293,4.952714655602655,8.833291630459277,2.2216003008910112,-8.987621485885054,-1.5738111842927445
VMC,0.0035927790550986318,0.6923557086716967,0.2945558909802878,131.0,0.9456954329354149,6.025356953773773,1.3354232385685336,0.5385165890320888,3.265733462250298,0.9169072146259417
VRSK,0.005518460310052715,1.2170224790407642,0.33652218127795264,131.0,0.7070803102101596,5.1556347462244965,-2.9163586653889646,-1.3458696524916054,-3.1988328168516174,-1.0278224653115229
VRSN,0.0010108868724596903,0.20437868006633544,0.36757805311403846,131.0,1.087027970898086,7.266185387303512,-1.3613260156946418,-0.5759391050155778,7.398765507883686,2.1794062050551357
VRTX,0.0055765245498165745,0.7471979908777595,0.1579480713171788,131.0,1.0756453901753866,4.765120844341706,4.8639998280174845,1.3637884800224926,12.202551238055642,2.3821472499751066
VTR,-0.0010623641219637964,-0.17777118096898953,0.4638446628871786,131.0,0.3090956361778296,1.7100686979427389,-15.982817772768794,-5.59657978957538,-25.124164933162362,-6.125273490188227
VTRS,-0.01703405843728956,-2.175639380407195,0.27972205446133325,131.0,1.2634381659008271,5.3352588131800225,3.4961010404141897,0.9344028270818009,0.12296306063662518,0.022881754907159983
VZ,-0.00573011814638032,-1.3616746982209507,0.18494111655206158,131.0,0.4812828016841563,3.7813149826404406,-3.4611820726096574,-1.7211377355007325,2.395385975649488,0.829337265164066
WAB,-0.0011735485662717339,-0.2181683656361187,0.5079395703880427,131.0,1.2234045462109875,7.519578935034472,4.872560234990528,1.895524129868649,-5.633810374908282,-1.5259447970850046
WAT,0.002128052006360184,0.37346484446224054,0.3620822498802938,131.0,1.0227401139964227,5.934245388376643,-6.327334250231174,-2.323644345543067,1.7992980641160798,0.46006213275296554
WBD,-0.01788062485917093,-1.7743977512954359,0.25920798770934317,131.0,1.5870055411077268,5.206902571110436,3.2490606303568925,0.6746950007860604,1.750858714533623,0.25314262275372124
WDAY,0.00028996520774886997,0.035212807143660395,0.31673001793337063,131.0,1.4116943936178363,5.667978166419348,-0.6182511935491749,-0.15710901661223867,-0.6403664612267507,-0.11329982043840618
WDC,-0.00990629268350488,-1.0899774483589812,0.3038644372681517,131.0,1.464973676076681,5.329284432603566,-1.0842860506966037,-0.24965002716896353,-2.3056196345332616,-0.3696067600121665
WEC,0.004367805823161137,1.0009648151339137,0.20560249143206177,131.0,0.20140825941822893,1.5260384870373647,-9.000645748867292,-4.316289318664169,-2.570336895702255,-0.8582057613949624
WELL,0.004498757587090067,0.8980931852039156,0.43706864401331735,131.0,0.3294269851339339,2.1743061892811495,-12.532763838299845,-5.235486627580357,-18.07140166833351,-5.256135279547941
WFC,-0.004453934654471954,-0.8189987891819955,0.4516214173733638,131.0,1.1101167689385165,6.749021368588654,7.894899670166129,3.0378576788341767,-3.7881623103379307,-1.014878107054596
WM,0.006808654560819197,1.9378407485996807,0.39206272245558726,131.0,0.5898401297681505,5.550394105445311,-1.732548798397769,-1.0318668219566494,-4.055873777715668,-1.6818493848571905
WMB,-0.004151460637078676,-0.5939030728011824,0.3722763587013165,131.0,1.108952559793725,5.245179282517816,6.742082234306784,2.0183202750912153,-7.464983535082563,-1.5559276139706872
WMT,0.004816415776513966,1.0863197195245424,0.16874166791263412,131.0,0.589892175823923,4.398848961133299,0.24737503456816978,0.11675378010699541,3.6780763188106187,1.2086493306522708
WRB,0.0075644146735568026,1.7646429630992388,0.30736089628818697,131.0,0.592714636012945,4.571512306935221,2.939002476588188,1.4347058262751984,-4.065609628655468,-1.3818251187064634
WSM,0.009446052920574587,1.0753679949193957,0.3250798590027316,131.0,1.176465682424965,4.4281132282683,-2.886689287146848,-0.6876828010012241,-11.855267351260228,-1.9663642570433897
WST,0.00762933508793673,1.3022912991205886,0.3553061875618283,131.0,1.0339656319844872,5.835260839607934,-5.596164977396441,-1.9989104936760433,0.5037204135791257,0.12527282949156426
WTW,0.0011956385630221777,0.2741694335408425,0.32288846603755594,131.0,0.7841789507803477,5.945207582563372,2.378996765062978,1.1415484850380262,0.23525923544472677,0.07859803501911038
WY,-0.008548815354056058,-1.639146949553063,0.5736727960653705,131.0,1.2010575537292478,7.613923228442076,-4.156888209152188,-1.6678680444932583,-10.532799246811127,-2.9423995548110504
WYNN,-0.014030457079558488,-1.4709811528996402,0.3781491570447394,131.0,1.630254840904759,5.650976598265015,2.9279624170332705,0.6423654532886267,-9.18352830087214,-1.402783807018486
XEL,0.004164540909113607,1.0091171320160484,0.1987213188783109,131.0,0.2588337746606752,2.073614944542039,-7.499153378701254,-3.8024899307998017,-1.123604312478664,-0.39667399551360977
XYL,0.0005457258289858658,0.1165645546840101,0.4680329022697238,131.0,1.1560669322764452,8.164088429505007,0.5149335725352666,0.2301572167755343,1.1515105339857945,0.35834867365350964
YUM,0.002037993251316158,0.4517914502212921,0.4090714436847698,131.0,0.7368354968907593,5.4005566714833035,-3.4340450782029337,-1.5930252073865838,-6.524011089633823,-2.1071518975452546
ZBH,-0.0042146891863486385,-0.8766976197044432,0.45348764145901543,131.0,0.7450861536322645,5.12416951915814,-2.6073507096112065,-1.1349196497773155,-11.140305766994489,-3.3761930538846414
ZBRA,0.005225116239784036,0.6746189197804872,0.41304224572070836,131.0,1.6196265240096532,6.913694139231507,-0.619449621988757,-0.16735933536751726,-1.390970782759239,-0.26165344358159387
ZTS,0.007062100394222377,1.5203193160759556,0.38250140443486913,131.0,0.7461218866395458,5.310597998888391,-6.9692269892387015,-3.1395465428541955,-2.6157254440112934,-0.8204251585488627
