Date,MKT_excess,RF,TENY_innov,CREDIT_innov
2018-08-31,0.0285666321861708,0.0016965790905774,-0.0010895781589491185,0.0006571323221032863
2018-09-30,0.0025200372865381,0.0017742501399236,0.0017992250317202842,-0.0009721595426805084
2018-10-31,-0.071282153093268,0.0018787969995717,0.0009204989694484196,0.0016649887815717544
2018-11-30,0.0159560738621784,0.0019032827926013,-0.0014683042212209861,0.002314261511472633
2018-12-31,-0.09367364845462421,0.0018967537746517,-0.003283979754283819,0.0019028165387158374
2019-01-31,0.0767550080641117,0.0019293936017144,-0.0007198095441417265,-0.0004557671908517573
2019-02-28,0.027764420948872298,0.0019644683950548,0.0008734723702599166,-0.0014107624071310228
2019-03-31,0.0160046532511941,0.0019196029983943,-0.003315330820409492,0.00046353424137349913
2019-04-30,0.0373612636737719,0.001952234639966,0.0008488393897326009,-0.0011050399207526256
2019-05-31,-0.0676687719884548,0.0018910406216194,-0.0038399638009367944,0.002300682565625767
2019-06-30,0.06724994513184761,0.0016802188663931,-0.0015813919954600075,-0.00041861886659949263
2019-07-31,0.0114520239134417,0.0016761282535162,2.9324714771600258e-06,-0.0016657576234102925
2019-08-31,-0.0196883630355429,0.001596735795019,-0.0053948281666567205,0.0012928261061572986
2019-09-30,0.0157180102918905,0.0014631676391301,0.0015469484248241804,-0.0005050399207526257
2019-10-31,0.0191919268656082,0.0012398436480758,-0.00013289731838074872,-0.00015217867756343179
2019-11-30,0.0327726744732393,0.0012743632412606,0.0006682223625523141,-0.000967891596500365
2019-12-31,0.027344221099266,0.001245597806464,0.0011782994909498475,-0.0010464561911850377
2020-01-31,-0.0028778005299459,0.001249707710897,-0.004306024975987316,0.0013749792141302952
2020-02-29,-0.0851297502221325,0.0010192665837294,-0.004051931894242761,0.0024928261061572983
2020-03-31,-0.12514427897152822,2.4996562600021477e-05,-0.004594479769699025,0.015689237592868978
2020-04-30,0.1267690690820238,7.496908325510532e-05,-0.0009426260498205863,-0.005593011189518632
2020-05-31,0.0451752155204819,0.0001066041450763,-0.0002493441354189446,-0.0006429633523113223
2020-06-30,0.0182759660588554,0.0001124304550688,-0.00024822445448588557,-0.000760810244338328
2020-07-31,0.05503218111461588,6.914036582772454e-05,-0.0014471047735528254,-0.0026786571363653366
2020-08-31,0.06998553468562257,7.913221609512355e-05,0.001340578736183518,0.0010620797011752468
2020-09-30,-0.039298775931991325,7.080575356832597e-05,-0.0006403866879544683,0.001217074917454524
2020-10-31,-0.027734926587207425,6.914036582772454e-05,0.0015562542692463535,-0.0009200734067977452
2020-11-30,0.1074831569154632,6.247852839580403e-05,-0.0007224717930255156,-0.0028300638393562796
2020-12-31,0.037067308559343586,5.4150534226415914e-05,0.0005730494832422491,-0.0009814705423472278
2021-01-31,-0.01117665195849042,3.999120304531978e-05,0.0014831266116397835,-6.789159650036347e-05
2021-02-28,0.026062289388430932,2.9161989017367773e-05,0.003003280868434856,-0.0004757480559688318
2021-03-31,0.0424277998450408,1.0832688124295942e-05,0.0027402303392258225,-0.0009150303533111692
2021-04-30,0.052422821381911115,2.499965647384528e-06,-0.0011261792327823886,-0.000785738488527369
2021-05-31,0.005479822248055584,6.666422551315776e-06,-0.0009362563611799261,0.000159266295193361
2021-06-30,0.022180682342796083,3.332722303861502e-05,-0.0015440941277113443,-0.0013171643264012385
2021-07-31,0.022714727605350087,3.332722303861502e-05,-0.002358649979841117,0.000588558159977156
2021-08-31,0.028957089032399984,3.332722303861502e-05,0.00031783672056463243,-0.00024859016427510733
2021-09-30,-0.047592499142045455,2.333034014445623e-05,0.0019245548061629873,-0.0010564466237435732
2021-10-31,0.06910384519756119,3.999120304531978e-05,4.918778669029886e-05,-0.0018271547589597814
2021-11-30,-0.00837369738779142,3.999120304531978e-05,-0.0014474531705105202,0.000847141889544753
2021-12-31,0.04358541762071216,2.7495841352642714e-05,0.0006391106582927623,0.00014141940316635473
2022-01-31,-0.0527292175022432,0.0001440524748494,0.002449187786690298,0.0005728452410402179
2022-02-28,-0.031600175717294406,0.0002396837713862,0.0001794191718829108,0.003935696916787957
2022-03-31,0.0353633804363174,0.0004099079352288,0.004683897895615144,-0.003942188245004891
2022-04-30,-0.0886275643802104,0.0006708525758674,0.005538762261335071,0.0010356969167879572
2022-05-31,-0.0008011300225285642,0.0008543077271732,-0.000497415925480537,0.0012299744304095639
2022-06-30,-0.0852436543079163,0.0013236543740895,0.0011981053507872236,0.001332108403499635
2022-07-31,0.0892212701372362,0.0018951215929738,-0.0031873387970830017,0.0006342423765897075
2022-08-31,-0.0447927792014575,0.0023526509284592,0.004677951093992154,-0.0016264753260679561
2022-09-30,-0.0960078152695634,0.0026121432562891,0.006731695778779016,0.0006321084034996392
2022-10-31,0.076609773977121,0.0032536398598879,0.0027078340822270577,0.0004792471603104302
2022-11-30,0.0502759921414875,0.0034769012110056,-0.004161934532580319,-0.0011893270018156939
2022-12-31,-0.0624539902880267,0.0034825162132963,0.001991038868231175,-0.0015914609749057632
2023-01-31,0.0580220389861826,0.0037308188484965,-0.0035865675131076316,-0.0010171643264012403
2023-02-28,-0.0299552282646573,0.0038427343328388,0.003973123973302219,-0.0001878724616174443
2023-03-31,0.0313087963118157,0.0037428162652932,-0.004382088789375398,0.0019121275383825534
2023-04-30,0.0106295987102003,0.0040127429522807,-0.0004313547504300186,-0.0003228868127796332
2023-05-31,-0.0017891902014737,0.0042715375696666,0.0019641665258377447,0.0007535438088149653
2023-06-30,0.0605314992828863,0.0041959656213483,0.0016865601444989373,-0.0027836045154373025
2023-07-31,0.0268673947853442,0.0042715375696666,0.0016055947203609464,-0.0013035853805543722
2023-08-31,-0.022027676898969596,0.0043112868281156,0.0012235096152899,0.0003099935652924844
2023-09-30,-0.0530322441770512,0.0043128767114264,0.005036945786486613,-0.0007428676778967122
2023-10-31,-0.0263084601075221,0.0043287713695392,0.0029929298331395973,0.00041785002476095456
2023-11-30,0.08491568336864491,0.0042635854133252,-0.004974599419801669,-0.00202715475895978
2023-12-31,0.0400117809276668,0.0042174502286933,-0.00483170314738772,-0.0009685710293921845
2024-01-31,0.011671892222491202,0.0042238153765004,0.0011134324868923712,-0.00041570978620298835
2024-02-29,0.0474689843645384,0.0042516562591847,0.00262574897715602,-0.0010157097862029882
2024-03-31,0.0267830317465232,0.0042357481688197,-0.0004451393185844338,-0.000962848543013789
2024-04-30,-0.0458842235817208,0.0042691518438222,0.004949262276750271,-0.0011021308403561247
2024-05-31,0.0437520383073769,0.0042691518438222,-0.0016958733575298118,-0.0003492695971669263
2024-06-30,0.0304260989122231,0.0042437023708601,-0.0014160276143248829,0.00036644332177000576
2024-07-31,0.0071396768945979,0.0041816399932708,-0.002632822828320773,0.0008371514569862105
2024-08-31,0.0187860870625211,0.0040486198741092,-0.0017630542135133806,-0.000260714569923718
2024-09-30,0.0165236753454545,0.0036732087451467,-0.0009832084703084581,-0.00095285811045525
2024-10-31,-0.0135171108456674,0.0036203675425157,0.004705594720360952,-0.002099996867266052
2024-11-30,0.0537281907160374,0.0035731047660614,-0.0009417802757852589,-0.0007335566782299945
2024-12-31,-0.0242143701061199,0.0034199334421336,0.004047022914884159,-0.0007492695971669273
